date,origin_country,origin_port,destination_port,cargo_type,cargo_quantity_mt,vessel_type,vessel_capacity_mt,distance_nm,voyage_days,bunker_price_usd_ton,port_congestion,weather_risk,port_waiting_hours,vessel_availability,procurement_price_usd_mt,freight_rate_usd_mt,charter_cost_usd,freight_demand
2024-08-15,Brazil,Tubarão,Kakinada,Coking Coal,223580,Handymax,53921,8868,34.0,545.69,0.201,0.378,21.7,1,125.01,37.78,8446852.4,69.95
2024-08-15,Indonesia,Taboneo,Kakinada,Wheat,189567,Newcastlemax,207508,2807,9.5,561.9,0.401,0.672,40.7,39,242.31,27.67,5245318.89,96.97
2024-08-16,Indonesia,Balikpapan,Kamarajar,Nickel Ore,126993,VLOC,260420,3114,11.1,765.81,0.203,0.824,18.2,1,45.19,32.29,4100603.97,55.18
2024-08-16,Australia,Port Kembla,Kamarajar,Gypsum,225888,Handysize,21351,4527,16.8,676.03,0.421,0.208,55.6,37,41.44,30.58,6907655.04,108.06
2024-08-16,South Africa,Saldanha Bay,Kakinada,Iron Ore Pellets,163335,Kamsarmax,77230,5745,21.5,678.51,0.58,0.307,56.9,7,135.37,34.55,5643224.25,66.91
2024-08-16,Australia,Hay Point,Visakhapatnam,Alumina,57613,Handymax,40595,4359,16.6,543.63,0.642,0.505,39.5,34,225.94,34.58,1992257.54,62.73
2024-08-16,Canada,Quebec,Gangavaram,Corn,129069,Panamax,74814,10778,37.4,641.89,0.382,0.734,34.6,15,164.98,44.1,5691942.9,64.95
2024-08-16,Indonesia,Taboneo,Visakhapatnam,Sugar,126317,Kamsarmax,84261,2970,10.0,558.85,0.487,0.45,48.8,32,358.53,24.84,3137714.28,84.34
2024-08-16,Brazil,Tubarão,Paradip,Thermal Coal,92739,Small Handy,20925,8420,34.3,688.32,0.622,0.539,61.9,39,109.66,45.37,4207568.43,78.12
2024-08-16,Colombia,Cartagena,Krishnapatnam,Limestone,176332,VLOC,294210,9619,35.5,671.19,0.41,0.173,41.9,24,46.42,39.37,6942190.84,88.85
2024-08-16,USA,Hampton Roads,Paradip,Gypsum,233497,Ultramax,69125,9452,32.5,508.81,0.587,0.475,49.4,32,28.65,41.11,9599061.67,108.36
2024-08-16,Mozambique,Beira,Chennai,Manganese Ore,201286,Handysize,26086,4959,20.7,668.03,0.605,0.497,47.5,25,197.09,39.58,7966899.88,79.36
2024-08-16,Colombia,Puerto Bolivar,Kamarajar,Gypsum,165506,Kamsarmax,79538,9622,37.1,451.67,0.726,0.705,73.5,24,39.08,42.85,7091932.1,78.33
2024-08-16,USA,New Orleans,Krishnapatnam,Bauxite,28589,Ultramax,63775,9342,36.0,715.87,0.335,0.745,35.3,34,62.2,42.62,1218463.18,51.31
2024-08-16,Mozambique,Beira,Visakhapatnam,Coking Coal,21058,Small Handy,18338,4754,18.7,652.69,0.411,0.659,32.4,35,163.99,33.63,708180.54,45.09
2024-08-17,Australia,Hay Point,Gangavaram,Coking Coal,60555,Panamax,69510,4297,17.5,744.57,0.242,0.651,13.1,16,144.61,32.88,1991048.4,58.35
2024-08-17,Canada,Vancouver,Dhamra,Iron Ore Pellets,27825,Capesize,142496,9970,35.7,770.49,0.38,0.18,51.2,9,146.65,42.34,1178110.5,35.23
2024-08-17,South Africa,Saldanha Bay,Kakinada,Thermal Coal,108048,Newcastlemax,200989,5726,18.1,532.19,0.331,0.597,42.1,12,82.31,29.63,3201462.24,57.06
2024-08-17,Indonesia,Balikpapan,Krishnapatnam,Manganese Ore,222175,VLOC,355933,3559,13.4,609.78,0.398,0.192,35.9,2,124.97,28.78,6394196.5,81.34
2024-08-17,Vietnam,Vung Tau,Krishnapatnam,Bauxite,51490,Handymax,54035,2743,9.9,772.36,0.434,0.534,44.5,34,54.56,30.44,1567355.6,63.89
2024-08-17,Australia,Newcastle,Dhamra,Nickel Ore,113007,Panamax,70340,3914,15.6,546.42,0.348,0.622,42.6,20,63.16,32.01,3617354.07,67.9
2024-08-17,Australia,Dalrymple Bay,Kamarajar,Fertilizer,266502,Kamsarmax,76247,4563,16.1,782.03,0.643,0.34,83.3,8,234.31,37.05,9873899.1,96.4
2024-08-17,Brazil,Itaguai,Chennai,Sugar,95240,Supramax,50483,9074,33.4,591.24,0.685,0.359,58.2,32,541.07,41.87,3987698.8,69.59
2024-08-17,Indonesia,Balikpapan,Kamarajar,Iron Ore Pellets,238981,Handysize,29227,3258,11.9,457.19,0.646,0.279,65.9,7,118.52,29.07,6947177.67,86.58
2024-08-17,Mozambique,Beira,Kakinada,Iron Ore Pellets,179710,Supramax,58303,5120,20.4,705.82,0.545,0.836,39.3,8,120.03,34.19,6144284.9,60.25
2024-08-17,Brazil,Santos,Kakinada,Petcoke,177373,Ultramax,66516,8769,32.8,592.9,0.078,0.679,7.5,4,127.08,37.34,6623107.82,63.57
2024-08-18,USA,Hampton Roads,Visakhapatnam,Coking Coal,274981,Newcastlemax,188490,9650,34.0,545.35,0.394,0.435,48.6,27,141.36,38.21,10507024.01,110.17
2024-08-18,USA,Houston,Krishnapatnam,Rock Phosphate,272393,Newcastlemax,187856,9787,35.8,503.56,0.136,0.436,19.4,24,155.43,35.88,9773460.84,113.23
2024-08-18,Australia,Port Hedland,Krishnapatnam,Gypsum,140677,VLOC,294770,4775,18.6,785.2,0.442,0.383,50.2,13,41.07,33.26,4678917.02,66.33
2024-08-18,USA,Houston,Kakinada,Manganese Ore,126714,Panamax,76075,9463,34.5,527.21,0.393,0.76,57.8,32,137.5,41.22,5223151.08,79.74
2024-08-18,Russia,Nakhodka,Kakinada,Alumina,15186,Small Handy,13857,3760,15.8,739.16,0.106,0.394,15.0,32,276.52,30.84,468336.24,53.69
2024-08-18,Canada,Quebec,Visakhapatnam,Rock Phosphate,88179,Capesize,171421,10726,41.6,648.44,0.384,0.446,55.8,12,110.95,39.52,3484834.08,46.13
2024-08-18,Brazil,Tubarão,Kamarajar,Iron Ore,203593,Ultramax,68731,8919,32.1,644.31,0.8,0.403,42.6,7,131.13,45.63,9289948.59,74.7
2024-08-18,Australia,Hay Point,Kakinada,Fertilizer,16721,Newcastlemax,197006,4290,13.5,600.6,0.368,0.379,60.7,32,265.47,29.74,497282.54,61.63
2024-08-18,South Africa,Durban,Chennai,Gypsum,123907,Handymax,57780,5793,21.5,730.66,0.826,0.307,92.9,10,36.03,37.93,4699792.51,53.86
2024-08-18,South Africa,Saldanha Bay,Paradip,Limestone,133002,Kamsarmax,76197,5437,18.2,750.97,0.448,0.429,47.0,31,32.05,34.73,4619159.46,81.78
2024-08-18,USA,Houston,Kakinada,Rock Phosphate,269698,Post-Panamax,92284,9625,40.7,616.19,0.562,0.344,67.3,37,106.07,44.73,12063591.54,113.47
2024-08-18,Australia,Gladstone,Visakhapatnam,Petcoke,199651,Kamsarmax,81057,4210,15.6,569.47,0.315,0.46,24.4,19,81.47,30.9,6169215.9,95.36
2024-08-18,Australia,Newcastle,Gangavaram,Nickel Ore,93198,Supramax,55677,4034,16.0,644.17,0.161,0.647,28.9,9,71.63,28.32,2639367.36,47.7
2024-08-19,Russia,Vostochny,Gangavaram,Fertilizer,35557,Post-Panamax,98348,3738,12.6,621.02,0.222,0.788,4.0,27,192.19,30.59,1087688.63,56.17
2024-08-19,Vietnam,Cam Pha,Visakhapatnam,Fertilizer,30563,Post-Panamax,94679,2353,8.0,523.77,0.4,0.226,29.0,8,287.58,23.69,724037.47,42.24
2024-08-19,Australia,Gladstone,Paradip,Sugar,286245,Small Handy,16233,3939,15.2,615.33,0.549,0.3,58.8,18,357.1,34.57,9895489.65,104.28
2024-08-19,Indonesia,Taboneo,Paradip,Limestone,268515,Capesize,165399,2538,9.5,539.75,0.501,0.233,56.6,40,30.79,28.28,7593604.2,121.7
2024-08-19,USA,Hampton Roads,Kamarajar,Iron Ore Pellets,215365,Ultramax,65034,9952,36.1,612.59,0.542,0.28,30.3,38,121.26,44.9,9669888.5,92.13
2024-08-19,Canada,Quebec,Kamarajar,Alumina,85623,Handymax,41912,10998,41.6,548.94,0.473,0.611,4.0,19,294.35,42.51,3639833.73,56.62
2024-08-19,Australia,Port Kembla,Dhamra,Manganese Ore,140751,Post-Panamax,87295,3992,16.9,498.45,0.286,0.734,38.5,28,200.36,32.47,4570184.97,86.53
2024-08-19,USA,New Orleans,Kakinada,Iron Ore,191491,Panamax,82973,9243,37.1,497.36,0.409,0.198,18.5,38,128.66,40.19,7696023.29,98.68
2024-08-19,Australia,Gladstone,Chennai,Thermal Coal,275360,Handysize,39951,4567,18.6,616.26,0.789,0.772,64.0,2,68.16,36.52,10056147.2,84.07
2024-08-20,Colombia,Puerto Bolivar,Gangavaram,Sugar,175571,Kamsarmax,84290,9139,33.9,516.81,0.436,0.441,59.8,34,378.89,40.05,7031618.55,93.46
2024-08-20,South Africa,Richards Bay,Gangavaram,Gypsum,265923,Post-Panamax,91689,5208,18.9,674.78,0.363,0.312,24.7,34,40.17,33.3,8855235.9,130.37
2024-08-20,Russia,Nakhodka,Paradip,Iron Ore Pellets,250590,Handymax,54284,3379,12.7,684.6,0.457,0.426,31.2,1,149.79,29.22,7322239.8,87.43
2024-08-20,USA,New Orleans,Kamarajar,Sugar,167639,Ultramax,69029,9633,33.9,752.46,0.304,0.376,24.2,24,430.57,40.16,6732382.24,81.45
2024-08-20,Russia,Vostochny,Kakinada,Thermal Coal,50480,Capesize,128390,4024,12.7,732.65,0.376,0.514,48.2,22,82.56,31.4,1585072.0,58.91
2024-08-20,Australia,Newcastle,Gangavaram,Bauxite,86744,Capesize,139609,4089,15.5,565.28,0.341,0.444,44.5,8,70.66,27.15,2355099.6,58.24
2024-08-20,Indonesia,Taboneo,Paradip,Manganese Ore,158602,Post-Panamax,89880,2650,9.5,600.3,0.299,0.681,35.4,8,141.33,28.75,4559807.5,62.55
2024-08-20,Australia,Port Hedland,Paradip,Gypsum,194376,Capesize,127453,4344,15.5,691.46,0.604,0.839,65.1,1,26.51,32.32,6282232.32,74.66
2024-08-20,Canada,Vancouver,Paradip,Gypsum,185592,Handymax,58863,9667,40.6,783.95,0.621,0.809,63.8,31,34.12,46.27,8587341.84,85.89
2024-08-20,Russia,Vostochny,Krishnapatnam,Petcoke,123495,Handysize,29618,3830,13.9,603.85,0.556,0.672,41.7,35,95.74,32.08,3961719.6,75.98
2024-08-20,Vietnam,Vung Tau,Dhamra,Wheat,207679,Small Handy,19105,2323,9.0,727.87,0.319,0.461,22.7,26,255.38,28.9,6001923.1,103.78
2024-08-20,South Africa,Richards Bay,Visakhapatnam,Sugar,267862,Post-Panamax,90661,5253,17.8,719.22,0.423,0.199,30.7,35,517.72,36.75,9843928.5,115.78
2024-08-20,South Africa,Durban,Chennai,Fertilizer,285111,Panamax,74264,5614,20.2,526.66,0.463,0.641,44.5,32,341.81,34.16,9739391.76,124.45
2024-08-20,Canada,Quebec,Kakinada,Rock Phosphate,122763,Panamax,80825,10648,41.7,459.06,0.395,0.79,50.9,3,165.88,43.1,5291085.3,56.26
2024-08-20,Mozambique,Beira,Dhamra,Bauxite,32406,Handymax,57446,4565,16.6,528.15,0.187,0.714,30.1,27,58.31,29.74,963754.44,55.77
2024-08-21,Australia,Newcastle,Krishnapatnam,Iron Ore Pellets,289210,Handysize,39978,4478,16.9,640.82,0.5,0.791,39.7,26,114.44,35.1,10151271.0,111.91
2024-08-21,Brazil,Santos,Kakinada,Bauxite,143161,Small Handy,25418,8556,35.7,745.45,0.414,0.455,44.9,14,52.53,41.83,5988424.63,73.59
2024-08-21,Canada,Quebec,Kakinada,Rock Phosphate,190250,Newcastlemax,190506,10801,37.3,673.32,0.363,0.817,36.1,3,159.45,44.51,8468027.5,70.55
2024-08-21,Indonesia,Tanjung Bara,Krishnapatnam,Gypsum,237146,VLOC,223439,3078,10.7,549.95,0.395,0.72,30.4,26,24.27,30.15,7149951.9,108.96
2024-08-21,Brazil,Tubarão,Chennai,Bauxite,72968,Ultramax,64423,9089,38.2,631.11,0.506,0.249,54.4,25,60.3,41.87,3055170.16,56.78
2024-08-21,Indonesia,Taboneo,Kamarajar,Coking Coal,31830,Small Handy,27654,3269,12.5,557.71,0.697,0.711,60.8,29,166.48,28.51,907473.3,47.0
2024-08-21,Canada,Prince Rupert,Kakinada,Iron Ore,73207,VLOC,280116,10083,37.3,555.39,0.423,0.658,50.8,10,98.25,42.2,3089335.4,43.82
2024-08-21,Canada,Prince Rupert,Gangavaram,Thermal Coal,26392,Panamax,69019,9666,32.6,681.73,0.568,0.39,57.7,28,100.39,42.69,1126674.48,56.41
2024-08-21,USA,Houston,Kakinada,Bauxite,76107,Small Handy,22836,9267,38.3,544.47,0.429,0.712,39.5,13,61.97,43.48,3309132.36,39.93
2024-08-21,South Africa,Richards Bay,Gangavaram,Iron Ore Pellets,120058,Handymax,43403,5269,19.6,532.65,0.351,0.641,28.3,28,155.01,34.05,4087974.9,67.83
2024-08-21,Indonesia,Taboneo,Krishnapatnam,Bauxite,277042,Handysize,34224,3411,13.9,704.36,0.531,0.238,62.2,29,67.96,31.02,8593842.84,122.26
2024-08-21,Vietnam,Vung Tau,Chennai,Petcoke,76789,Ultramax,65156,2642,10.8,625.08,0.655,0.232,71.3,25,138.18,32.97,2531733.33,70.78
2024-08-22,Australia,Newcastle,Paradip,Manganese Ore,38761,Ultramax,61561,4096,16.6,721.66,0.277,0.548,38.4,40,214.95,31.16,1207792.76,69.23
2024-08-22,Indonesia,Balikpapan,Chennai,Petcoke,111702,Handymax,40033,3212,13.4,565.82,0.733,0.754,60.3,36,124.8,32.31,3609091.62,74.66
2024-08-22,Australia,Port Hedland,Kakinada,Sugar,89253,Ultramax,62818,4555,19.2,552.32,0.273,0.426,28.2,2,455.86,30.31,2705258.43,59.53
2024-08-22,Australia,Gladstone,Visakhapatnam,Coking Coal,140272,Post-Panamax,97576,4229,15.7,629.81,0.601,0.321,48.0,20,175.09,34.34,4816940.48,69.21
2024-08-22,Australia,Gladstone,Paradip,Alumina,274616,Supramax,53851,4099,15.1,789.75,0.362,0.293,40.6,33,208.92,31.82,8738281.12,119.35
2024-08-22,Australia,Port Kembla,Paradip,Petcoke,137110,Supramax,62082,4073,15.5,733.15,0.371,0.476,49.2,4,118.51,32.52,4458817.2,56.12
2024-08-22,Australia,Dalrymple Bay,Paradip,Gypsum,57590,Kamsarmax,79021,3777,14.4,646.6,0.55,0.323,44.8,11,43.02,30.59,1761678.1,51.15
2024-08-23,Australia,Port Kembla,Krishnapatnam,Iron Ore Pellets,139278,Supramax,55750,4501,15.9,460.84,0.339,0.758,45.8,9,131.78,32.68,4551605.04,60.16
2024-08-23,Canada,Prince Rupert,Dhamra,Thermal Coal,126583,Capesize,155421,9768,31.4,724.14,0.293,0.451,42.8,11,97.24,42.3,5354460.9,66.73
2024-08-23,Canada,Prince Rupert,Visakhapatnam,Sugar,67564,Kamsarmax,84330,9872,38.3,640.71,0.332,0.815,28.8,15,370.18,44.87,3031596.68,52.09
2024-08-23,Australia,Dalrymple Bay,Paradip,Sugar,147970,Kamsarmax,75627,4001,16.8,478.01,0.349,0.46,47.2,23,372.18,29.66,4388790.2,74.24
2024-08-23,Australia,Port Kembla,Kamarajar,Wheat,238562,Handymax,47111,4641,18.3,727.38,0.408,0.807,48.4,27,250.27,33.43,7975127.66,111.88
2024-08-23,South Africa,Durban,Dhamra,Gypsum,194106,Kamsarmax,81371,5179,20.7,643.09,0.331,0.563,35.8,4,21.72,32.93,6391910.58,67.02
2024-08-23,Colombia,Puerto Bolivar,Chennai,Thermal Coal,155347,Capesize,166460,9450,29.9,599.75,0.736,0.575,55.7,4,67.93,44.05,6843035.35,59.48
2024-08-23,Australia,Hay Point,Krishnapatnam,Alumina,51548,Newcastlemax,191045,4533,14.5,610.86,0.399,0.173,4.0,2,215.8,31.82,1640257.36,38.36
2024-08-23,Colombia,Puerto Bolivar,Visakhapatnam,Alumina,66725,Panamax,83490,9055,34.7,746.88,0.422,0.77,43.8,3,245.77,43.46,2899868.5,43.32
2024-08-23,South Africa,Durban,Kakinada,Fertilizer,254601,Small Handy,12897,5379,23.2,492.83,0.366,0.804,32.9,32,311.39,36.97,9412598.97,107.78
2024-08-23,Indonesia,Taboneo,Dhamra,Wheat,72274,Kamsarmax,80568,2685,9.1,491.56,0.154,0.284,5.2,26,193.65,24.45,1767099.3,69.77
2024-08-23,Mozambique,Maputo,Chennai,Manganese Ore,29491,Ultramax,64903,5222,18.8,638.77,0.491,0.22,45.6,32,200.31,34.44,1015670.04,65.68
2024-08-23,USA,New Orleans,Gangavaram,Coking Coal,31763,Handymax,59890,8867,34.1,542.98,0.291,0.519,24.8,14,165.02,38.17,1212393.71,50.97
2024-08-23,South Africa,Richards Bay,Paradip,Gypsum,286472,Handysize,37837,4897,19.8,746.12,0.31,0.499,38.8,33,20.22,33.82,9688483.04,119.82
2024-08-23,Mozambique,Beira,Dhamra,Alumina,125713,Post-Panamax,99788,4663,19.3,671.33,0.353,0.604,51.0,6,221.72,32.96,4143500.48,56.02
2024-08-23,South Africa,Saldanha Bay,Kakinada,Sugar,262778,Handymax,40331,5566,20.3,454.92,0.438,0.842,62.5,21,553.96,34.12,8965985.36,101.74
2024-08-24,Colombia,Puerto Bolivar,Krishnapatnam,Fertilizer,217254,Panamax,77045,9621,33.0,773.87,0.417,0.571,62.2,29,227.59,43.34,9415788.36,90.11
2024-08-24,Vietnam,Vung Tau,Krishnapatnam,Thermal Coal,31329,Ultramax,68144,2633,10.8,788.93,0.409,0.382,51.5,3,76.3,30.7,961800.3,27.93
2024-08-24,Australia,Port Kembla,Kakinada,Corn,225230,Capesize,171643,4160,16.1,598.0,0.338,0.799,39.6,31,232.55,30.66,6905551.8,102.41
2024-08-24,Vietnam,Vung Tau,Gangavaram,Bauxite,138862,Small Handy,28356,2563,11.3,709.05,0.461,0.52,53.2,40,65.62,32.05,4450527.1,87.68
2024-08-24,Canada,Vancouver,Krishnapatnam,Fertilizer,290501,Kamsarmax,78821,10320,41.5,480.07,0.387,0.814,44.5,29,180.27,41.89,12169086.89,121.36
2024-08-24,Australia,Gladstone,Kakinada,Iron Ore Pellets,31390,Small Handy,11422,3997,17.2,682.37,0.463,0.669,45.5,32,103.8,32.06,1006363.4,53.81
2024-08-24,Mozambique,Maputo,Paradip,Fertilizer,293475,Handymax,58713,5108,21.1,470.65,0.496,0.865,58.9,25,241.01,35.87,10526948.25,118.09
2024-08-24,Mozambique,Maputo,Paradip,Limestone,187908,Newcastlemax,201556,4925,18.4,593.42,0.287,0.654,35.3,9,48.94,28.92,5434299.36,76.53
2024-08-24,Australia,Port Hedland,Dhamra,Iron Ore,203700,VLOC,229242,4291,15.6,454.16,0.477,0.762,56.9,4,108.29,31.65,6447105.0,73.77
2024-08-24,Canada,Vancouver,Dhamra,Fertilizer,164628,Panamax,76503,10035,39.0,509.35,0.371,0.398,22.7,17,251.86,41.64,6855109.92,74.73
2024-08-25,Brazil,Tubarão,Paradip,Rock Phosphate,240938,VLOC,254002,8628,34.6,504.83,0.514,0.74,54.3,28,154.32,37.11,8941209.18,100.41
2024-08-25,USA,New Orleans,Chennai,Corn,71968,Small Handy,15314,9507,42.0,698.65,0.617,0.299,63.3,18,239.63,45.67,3286778.56,50.94
2024-08-25,Indonesia,Taboneo,Dhamra,Bauxite,115269,Capesize,169332,2569,8.4,774.2,0.378,0.2,65.7,22,61.41,27.48,3167592.12,71.57
2024-08-25,Vietnam,Vung Tau,Visakhapatnam,Thermal Coal,257892,Capesize,169949,2485,8.2,493.38,0.498,0.366,46.9,14,72.75,27.61,7120398.12,100.34
2024-08-25,Indonesia,Balikpapan,Kamarajar,Iron Ore Pellets,256987,Handysize,34715,3561,14.3,479.56,0.429,0.501,39.3,16,134.62,32.35,8313529.45,92.84
2024-08-25,Australia,Port Hedland,Kakinada,Soybean,160331,Post-Panamax,90779,4529,18.0,575.64,0.365,0.551,33.6,9,436.96,32.65,5234807.15,72.28
2024-08-25,Indonesia,Tanjung Bara,Dhamra,Thermal Coal,282459,Post-Panamax,97720,2547,9.1,513.68,0.442,0.774,60.2,17,85.1,28.24,7976642.16,109.04
2024-08-25,Brazil,Santos,Paradip,Soybean,205489,Ultramax,63382,8265,34.4,489.33,0.252,0.865,24.9,9,400.88,37.76,7759264.64,76.69
2024-08-26,Indonesia,Taboneo,Kakinada,Thermal Coal,73301,Capesize,156065,3218,10.1,673.68,0.522,0.456,48.3,16,83.82,31.55,2312646.55,52.9
2024-08-26,Brazil,Itaguai,Krishnapatnam,Fertilizer,115629,Panamax,80288,8794,35.6,586.8,0.342,0.596,28.6,39,253.62,38.33,4432059.57,72.25
2024-08-26,Mozambique,Maputo,Kamarajar,Wheat,247858,Panamax,82034,5242,18.6,483.27,0.566,0.445,54.2,21,291.69,30.78,7629069.24,102.22
2024-08-26,USA,New Orleans,Visakhapatnam,Soybean,93872,Newcastlemax,200451,9119,34.5,742.39,0.543,0.38,41.5,33,417.88,42.5,3989560.0,67.91
2024-08-26,South Africa,Richards Bay,Chennai,Thermal Coal,187825,Ultramax,65638,5565,20.0,777.21,0.677,0.735,51.2,25,108.03,38.38,7208723.5,83.38
2024-08-26,Australia,Port Kembla,Kamarajar,Manganese Ore,183054,Panamax,75782,4709,15.7,546.87,0.37,0.73,24.7,21,122.79,31.05,5683826.7,83.9
2024-08-26,Russia,Nakhodka,Paradip,Iron Ore Pellets,212828,VLOC,291374,3611,12.3,558.17,0.517,0.706,61.9,40,123.96,31.37,6676414.36,106.11
2024-08-26,Vietnam,Vung Tau,Dhamra,Limestone,140764,Kamsarmax,82589,2274,8.6,487.79,0.379,0.462,18.6,28,45.84,26.58,3741507.12,80.82
2024-08-26,USA,New Orleans,Kakinada,Petcoke,281500,Supramax,58413,9280,38.3,750.39,0.26,0.521,48.9,11,106.6,40.13,11296595.0,107.45
2024-08-26,Australia,Hay Point,Visakhapatnam,Rock Phosphate,131201,Handymax,44602,4192,15.6,725.04,0.397,0.527,50.2,32,103.0,33.55,4401793.55,75.7
2024-08-26,Indonesia,Taboneo,Krishnapatnam,Soybean,141195,Kamsarmax,78171,3115,10.6,487.33,0.438,0.195,43.8,11,401.32,25.86,3651302.7,74.7
2024-08-27,Mozambique,Beira,Dhamra,Bauxite,38790,Handymax,59097,4486,18.8,571.13,0.474,0.284,51.6,15,42.31,31.85,1235461.5,49.33
2024-08-27,Vietnam,Vung Tau,Krishnapatnam,Fertilizer,25859,Ultramax,62428,2850,9.6,616.29,0.415,0.697,29.8,28,195.81,30.03,776545.77,54.99
2024-08-27,Canada,Vancouver,Chennai,Fertilizer,125613,Ultramax,63444,10325,37.2,546.32,0.638,0.518,34.9,20,272.31,43.77,5498081.01,60.05
2024-08-27,Australia,Dalrymple Bay,Chennai,Soybean,295847,Small Handy,15498,4592,17.3,592.38,0.619,0.235,65.0,23,489.29,33.63,9949334.61,122.81
2024-08-27,Australia,Dalrymple Bay,Visakhapatnam,Iron Ore Pellets,149121,Kamsarmax,81889,4220,14.2,521.17,0.442,0.641,34.5,11,115.96,30.15,4495998.15,62.08
2024-08-27,Russia,Nakhodka,Paradip,Corn,299093,Handymax,54435,3378,13.0,786.79,0.398,0.304,36.6,19,197.08,31.36,9379556.48,116.06
2024-08-27,South Africa,Richards Bay,Chennai,Iron Ore Pellets,251359,Capesize,176592,5386,19.6,781.31,0.567,0.683,41.0,17,125.26,33.87,8513529.33,92.91
2024-08-27,Indonesia,Balikpapan,Chennai,Iron Ore,13597,Ultramax,68493,3413,12.0,754.99,0.741,0.552,46.2,28,83.06,32.43,440950.71,43.78
2024-08-27,Australia,Newcastle,Krishnapatnam,Bauxite,274854,Kamsarmax,84694,4356,18.1,550.32,0.596,0.341,55.5,20,51.32,30.98,8514976.92,106.78
2024-08-27,Australia,Port Hedland,Chennai,Nickel Ore,98667,Capesize,156272,4569,14.4,506.58,0.806,0.394,95.3,23,79.14,34.88,3441504.96,59.41
2024-08-27,USA,Hampton Roads,Visakhapatnam,Petcoke,295447,Kamsarmax,83639,9560,32.7,461.12,0.565,0.833,31.5,35,104.8,40.97,12104463.59,118.1
2024-08-27,Vietnam,Vung Tau,Visakhapatnam,Alumina,214793,Newcastlemax,194151,2565,8.6,519.51,0.518,0.37,61.2,25,342.69,26.66,5726381.38,91.49
2024-08-27,Indonesia,Balikpapan,Kakinada,Iron Ore,143995,VLOC,390817,3175,13.4,754.25,0.285,0.33,65.5,4,123.49,29.08,4187374.6,66.43
2024-08-28,Vietnam,Cam Pha,Paradip,Rock Phosphate,132338,Post-Panamax,96333,2138,8.7,516.59,0.509,0.178,44.9,18,161.18,26.18,3464608.84,80.56
2024-08-28,Vietnam,Vung Tau,Paradip,Corn,295903,Handysize,28198,2242,8.6,661.67,0.465,0.695,50.9,26,221.53,31.91,9442264.73,119.3
2024-08-28,Indonesia,Balikpapan,Kamarajar,Soybean,16331,Kamsarmax,79608,3540,12.6,617.88,0.584,0.588,57.2,12,364.14,33.02,539249.62,29.17
2024-08-28,Mozambique,Maputo,Gangavaram,Bauxite,167814,Small Handy,25183,4907,21.1,690.39,0.344,0.769,53.7,19,69.13,34.59,5804686.26,73.69
2024-08-28,Indonesia,Taboneo,Paradip,Nickel Ore,132308,Capesize,176382,2881,9.0,477.31,0.256,0.248,16.0,18,49.77,25.2,3334161.6,72.07
2024-08-28,Vietnam,Cam Pha,Kakinada,Wheat,246363,Panamax,78764,2287,8.8,724.92,0.319,0.427,38.1,1,274.24,30.07,7408135.41,86.32
2024-08-28,Australia,Hay Point,Krishnapatnam,Rock Phosphate,71041,Panamax,84388,4312,14.7,514.02,0.467,0.765,49.7,27,110.56,32.49,2308122.09,47.03
2024-08-28,Australia,Port Kembla,Kamarajar,Limestone,134600,Post-Panamax,87986,4598,17.9,559.3,0.595,0.175,38.0,3,30.41,34.19,4601974.0,60.37
2024-08-28,Australia,Port Hedland,Kakinada,Thermal Coal,235401,Handymax,42264,4509,18.4,467.09,0.35,0.201,34.4,18,68.07,27.65,6508837.65,104.17
2024-08-28,Brazil,Itaguai,Paradip,Rock Phosphate,225579,Capesize,177682,8226,29.3,643.94,0.506,0.246,48.2,4,144.17,39.12,8824650.48,81.81
2024-08-28,Brazil,Santos,Chennai,Nickel Ore,165285,Kamsarmax,84141,8544,30.2,495.52,0.654,0.511,71.5,17,69.48,38.89,6427933.65,72.75
2024-08-28,Indonesia,Taboneo,Krishnapatnam,Thermal Coal,280101,Supramax,62102,3272,12.6,731.83,0.47,0.819,51.4,7,89.36,33.21,9302154.21,104.2
2024-08-29,Vietnam,Vung Tau,Chennai,Iron Ore,237491,Post-Panamax,99297,2865,10.5,461.19,0.571,0.455,55.5,4,108.44,27.17,6452630.47,80.34
2024-08-29,Indonesia,Balikpapan,Chennai,Gypsum,208583,Small Handy,19562,3345,12.8,730.15,0.658,0.616,78.0,30,22.22,34.79,7256602.57,93.88
2024-08-29,Vietnam,Cam Pha,Chennai,Nickel Ore,28219,VLOC,395399,2568,10.7,476.36,0.857,0.867,84.3,37,66.06,29.76,839797.44,52.81
2024-08-29,Colombia,Cartagena,Gangavaram,Soybean,75124,Panamax,77466,9218,34.2,556.62,0.459,0.202,49.1,31,415.08,39.65,2978666.6,67.71
2024-08-29,Indonesia,Tanjung Bara,Krishnapatnam,Coking Coal,279153,VLOC,330918,3090,12.2,654.95,0.203,0.791,5.6,9,144.21,26.4,7369639.2,110.45
2024-08-29,USA,Hampton Roads,Visakhapatnam,Coking Coal,280835,Kamsarmax,77782,9852,36.1,641.28,0.51,0.182,57.0,18,132.02,40.59,11399092.65,106.19
2024-08-29,Canada,Vancouver,Kamarajar,Alumina,168246,Post-Panamax,86140,10231,35.6,527.24,0.48,0.277,41.9,5,341.96,40.67,6842564.82,68.37
